,CC_As,Nombres_As,Apellidos_As,Correo_As,Genero_As,Telefono_As,Fecha_Naci_As,Edad_As,Estado_As,Estado_Gratui_As,Estado_Civil_As,Id_Us
501,2032617129,Fernando Berto,Torrijos Cerdá,fernando.torrijos@hotmail.com,M,0948777379,2005-08-23,17,Activo,Gratuidad,Casado/a,711fb2be-74f4-11ed-8667-0242ac1c000c
502,456023185,Joaquín Pío,Leon Villegas,joaquín.leon@hotmail.com,M,0930446927,1998-05-20,24,Inactivo,Gratuidad,Casado/a,711fb304-74f4-11ed-8667-0242ac1c000c
503,1014286301,Brunilda Coral,Donoso Méndez,brunilda.donoso@hotmail.com,F,0994383096,2005-02-18,17,Inactivo,Sin gratuidad,Soltero/a,711fb354-74f4-11ed-8667-0242ac1c000c
504,1945399151,Álvaro Arsenio,Almagro Donoso,álvaro.almagro@hotmail.com,M,0961152893,1997-06-20,25,Activo,Perdida gratuidad temporal,Soltero/a,711fb3ae-74f4-11ed-8667-0242ac1c000c
505,852015372,Bernardo Humberto,Infante Tenorio,bernardo.infante@hotmail.com,M,0966890089,1994-06-30,28,Inactivo,Sin gratuidad,Viudo/a,711fb3f4-74f4-11ed-8667-0242ac1c000c
506,496655663,Eva Brunilda,Ibañez Batlle,eva.ibañez@hotmail.com,F,0965825704,1990-11-28,32,Inactivo,Perdida gratuidad temporal,Divorciado,711fb43a-74f4-11ed-8667-0242ac1c000c
507,265128951,Nazaret Ángela,Ródenas Madrid,nazaret.ródenas@hotmail.com,F,0995631259,1985-10-29,37,Activo,Sin gratuidad,Union Libre,711fb480-74f4-11ed-8667-0242ac1c000c
508,327400862,Marcos Teófilo,Roman Rodríguez,marcos.roman@hotmail.com,M,0950515419,1986-03-22,36,Activo,Perdida gratuidad temporal,Union Libre,711fb4c6-74f4-11ed-8667-0242ac1c000c
509,2388520515,Silvio Albino,Madrigal Cabanillas,silvio.madrigal@hotmail.com,M,0968241586,1988-01-02,34,Inactivo,Perdida gratuidad temporal,Union Libre,711fb50c-74f4-11ed-8667-0242ac1c000c
510,2299054207,Carmela Rebeca,Alfonso Arévalo,carmela.alfonso@hotmail.com,F,0906856259,2002-06-22,20,Activo,Gratuidad,Soltero/a,711fb552-74f4-11ed-8667-0242ac1c000c
511,247744753,Blanca Consuelo,Salvador Yuste,blanca.salvador@hotmail.com,F,0935419509,2005-01-29,17,Activo,Perdida gratuidad temporal,Union Libre,711fb58e-74f4-11ed-8667-0242ac1c000c
512,722078756,Macaria Pastora,Quesada Velázquez,macaria.quesada@hotmail.com,F,0925590576,2006-12-15,15,Inactivo,Gratuidad,Union Libre,711fb98a-74f4-11ed-8667-0242ac1c000c
513,1015271758,Gabriel Vinicio,Bonet Francisco,gabriel.bonet@hotmail.com,M,0905257641,1995-01-05,27,Activo,Gratuidad,Viudo/a,711fbaf2-74f4-11ed-8667-0242ac1c000c
514,1474489796,Jose Manuel Alfredo,Tena Montalbán,jose manuel.tena@hotmail.com,M,0938752523,1982-02-26,40,Activo,Sin gratuidad,Viudo/a,711fbb7e-74f4-11ed-8667-0242ac1c000c
515,2050290099,Nieves Diana,Marti Acero,nieves.marti@hotmail.com,F,0929386918,1987-02-18,35,Activo,Gratuidad,Soltero/a,711fbc28-74f4-11ed-8667-0242ac1c000c
516,446671242,Elba Concha,Luque Company,elba.luque@hotmail.com,F,0987542088,1987-02-23,35,Inactivo,Sin gratuidad,Casado/a,711fbcaa-74f4-11ed-8667-0242ac1c000c
517,518056250,Marc Vinicio,Conde Galván,marc.conde@hotmail.com,M,0916272319,1999-06-15,23,Inactivo,Perdida gratuidad temporal,Soltero/a,711fbd18-74f4-11ed-8667-0242ac1c000c
518,1086870295,Godofredo Cipriano,Peiró Garay,godofredo.peiró@hotmail.com,M,0962859933,1981-03-03,41,Activo,Gratuidad,Casado/a,711fbd90-74f4-11ed-8667-0242ac1c000c
519,236662251,Loreto Ruben,Vallés Quirós,loreto.vallés@hotmail.com,M,0975197626,1998-04-17,24,Activo,Perdida gratuidad temporal,Viudo/a,711fbe08-74f4-11ed-8667-0242ac1c000c
520,154859873,Berta Adriana,Noriega Moya,berta.noriega@hotmail.com,F,0932297188,2006-06-04,16,Inactivo,Gratuidad,Union Libre,711fbe80-74f4-11ed-8667-0242ac1c000c
521,1941698453,Flavio Hipólito,Galvez Ibañez,flavio.galvez@hotmail.com,M,0909377422,2004-09-17,18,Inactivo,Perdida gratuidad temporal,Union Libre,711fbef8-74f4-11ed-8667-0242ac1c000c
522,1752431114,Gerónimo Felipe,Berenguer Mir,gerónimo.berenguer@hotmail.com,M,0988020955,1991-07-27,31,Activo,Sin gratuidad,Soltero/a,711fbf66-74f4-11ed-8667-0242ac1c000c
523,372298577,Guiomar Alejandra,Márquez Guerrero,guiomar.márquez@hotmail.com,F,0980327976,1998-03-12,24,Inactivo,Perdida gratuidad temporal,Casado/a,711fbfde-74f4-11ed-8667-0242ac1c000c
524,347747767,Albano Nando,Guillén Gallo,albano.guillén@hotmail.com,M,0949587058,1996-05-24,26,Inactivo,Perdida gratuidad temporal,Divorciado,711fc056-74f4-11ed-8667-0242ac1c000c
525,2340452453,Fortunata Casandra,Suarez Correa,fortunata.suarez@hotmail.com,F,0912952565,1996-07-27,26,Inactivo,Perdida gratuidad temporal,Divorciado,711fc0ce-74f4-11ed-8667-0242ac1c000c
526,1108965652,Ricarda Filomena,Clemente Alcalá,ricarda.clemente@hotmail.com,F,0944304785,2002-06-28,20,Activo,Gratuidad,Divorciado,711fc13c-74f4-11ed-8667-0242ac1c000c
527,148735815,Víctor Vinicio,Alfaro Puente,víctor.alfaro@hotmail.com,M,0908774090,2003-02-14,19,Inactivo,Perdida gratuidad temporal,Viudo/a,711fc1c8-74f4-11ed-8667-0242ac1c000c
528,379469285,Obdulia Sonia,Rosado Céspedes,obdulia.rosado@hotmail.com,F,0969961179,2006-11-20,16,Inactivo,Perdida gratuidad temporal,Divorciado,711fc25e-74f4-11ed-8667-0242ac1c000c
529,236530264,Florinda Vilma,Morata Blazquez,florinda.morata@hotmail.com,F,0990494098,2002-11-21,20,Inactivo,Sin gratuidad,Casado/a,711fc2d6-74f4-11ed-8667-0242ac1c000c
530,316958416,Osvaldo Nicolás,Comas Solsona,osvaldo.comas@hotmail.com,M,0924096115,2003-05-17,19,Inactivo,Gratuidad,Casado/a,711fc358-74f4-11ed-8667-0242ac1c000c
531,112949486,Marcial Melchor,Pintor Cisneros,marcial.pintor@hotmail.com,M,0973692553,2003-01-03,19,Inactivo,Gratuidad,Soltero/a,711fc3c6-74f4-11ed-8667-0242ac1c000c
532,1961098134,Selena Vanesa,Carrera Riera,selena.carrera@hotmail.com,F,0954794243,1990-08-05,32,Activo,Gratuidad,Viudo/a,711fc40c-74f4-11ed-8667-0242ac1c000c
533,2034663699,Julieta Nuria,Viña Hierro,julieta.viña@hotmail.com,F,0974524881,1998-02-01,24,Inactivo,Gratuidad,Viudo/a,711fc452-74f4-11ed-8667-0242ac1c000c
534,655384485,Esteban Chus,Sarabia España,esteban.sarabia@hotmail.com,M,0933521925,1991-05-09,31,Inactivo,Gratuidad,Divorciado,711fc4a2-74f4-11ed-8667-0242ac1c000c
535,1877846050,Asunción Valeria,Rozas Cano,asunción.rozas@hotmail.com,F,0935148170,1997-02-17,25,Inactivo,Gratuidad,Viudo/a,711fc4e8-74f4-11ed-8667-0242ac1c000c
536,968575316,Amor Yaiza,Infante Tejero,amor.infante@hotmail.com,F,0940189693,1983-01-04,39,Inactivo,Gratuidad,Soltero/a,711fc538-74f4-11ed-8667-0242ac1c000c
537,119359054,Malena Elba,Marti Mayo,malena.marti@hotmail.com,F,0974797812,1990-03-27,32,Activo,Perdida gratuidad temporal,Viudo/a,711fc57e-74f4-11ed-8667-0242ac1c000c
538,1246182072,Sofía Paola,Anglada Ruiz,sofía.anglada@hotmail.com,F,0962564326,2000-12-16,21,Activo,Perdida gratuidad temporal,Viudo/a,711fc5ce-74f4-11ed-8667-0242ac1c000c
539,504127512,Telmo Jose Manuel,Nieto Reina,telmo.nieto@hotmail.com,M,0924233030,1989-04-24,33,Inactivo,Perdida gratuidad temporal,Viudo/a,711fc61e-74f4-11ed-8667-0242ac1c000c
540,124897803,Goyo Pedro,Palomino Huerta,goyo.palomino@hotmail.com,M,0953600034,1983-05-21,39,Inactivo,Sin gratuidad,Viudo/a,711fc66e-74f4-11ed-8667-0242ac1c000c
541,608603724,Bruno Hugo,Roman Garay,bruno.roman@hotmail.com,M,0950922729,1983-08-12,39,Activo,Perdida gratuidad temporal,Viudo/a,711fc6be-74f4-11ed-8667-0242ac1c000c
542,1408134115,Ariel Luciano,Villar Beltrán,ariel.villar@hotmail.com,M,0971389929,1985-11-11,37,Activo,Sin gratuidad,Divorciado,711fc704-74f4-11ed-8667-0242ac1c000c
543,487012624,Leonardo Francisco Javier,Donoso Arévalo,leonardo.donoso@hotmail.com,M,0950392741,1991-11-26,31,Activo,Gratuidad,Casado/a,711fc75e-74f4-11ed-8667-0242ac1c000c
544,2101459079,Tere Elvira,Abella Vara,tere.abella@hotmail.com,F,0913105395,1990-11-23,32,Inactivo,Perdida gratuidad temporal,Soltero/a,711fc7a4-74f4-11ed-8667-0242ac1c000c
545,1915001399,Bienvenida Griselda,Camps Santos,bienvenida.camps@hotmail.com,F,0975633131,2006-06-27,16,Inactivo,Gratuidad,Divorciado,711fc7ea-74f4-11ed-8667-0242ac1c000c
546,2127336626,Clemente Eduardo,Cuesta Martín,clemente.cuesta@hotmail.com,M,0972617340,2005-09-09,17,Inactivo,Perdida gratuidad temporal,Divorciado,711fc83a-74f4-11ed-8667-0242ac1c000c
547,635458157,Saturnino Luis,Perelló Cuesta,saturnino.perelló@hotmail.com,M,0993037526,1985-03-11,37,Activo,Sin gratuidad,Soltero/a,711fc880-74f4-11ed-8667-0242ac1c000c
548,1609912920,Moisés Antonio,Pou Cal,moisés.pou@hotmail.com,M,0979309743,1982-06-28,40,Activo,Sin gratuidad,Viudo/a,711fc8c6-74f4-11ed-8667-0242ac1c000c
549,908315311,Godofredo Sosimo,Villanueva Figuerola,godofredo.villanueva@hotmail.com,M,0981086436,1997-01-09,25,Activo,Perdida gratuidad temporal,Casado/a,711fc916-74f4-11ed-8667-0242ac1c000c
550,1806557931,Nicanor Nicodemo,Salvà Iñiguez,nicanor.salvà@hotmail.com,M,0977186625,2003-09-24,19,Activo,Sin gratuidad,Union Libre,711fc9ac-74f4-11ed-8667-0242ac1c000c
551,1076567019,Curro Leandro,Cerezo Márquez,curro.cerezo@hotmail.com,M,0980421825,1988-01-31,34,Activo,Gratuidad,Soltero/a,711fc9fc-74f4-11ed-8667-0242ac1c000c
552,598039847,Melania Violeta,Zamora Gimenez,melania.zamora@hotmail.com,F,0997177490,1985-10-14,37,Activo,Perdida gratuidad temporal,Soltero/a,711fca4c-74f4-11ed-8667-0242ac1c000c
553,368392946,María Jesús Eufemia,Aznar Jaén,maría jesús.aznar@hotmail.com,F,0948260834,1997-10-22,25,Activo,Gratuidad,Soltero/a,711fca92-74f4-11ed-8667-0242ac1c000c
554,324705441,Bernardita Paola,Esteban Gomez,bernardita.esteban@hotmail.com,F,0933021820,1990-01-30,32,Inactivo,Perdida gratuidad temporal,Casado/a,711fcad8-74f4-11ed-8667-0242ac1c000c
555,678368159,Salud América,Arenas Campo,salud.arenas@hotmail.com,F,0929153119,1986-04-24,36,Activo,Sin gratuidad,Divorciado,711fcb28-74f4-11ed-8667-0242ac1c000c
556,1810323284,Amada Maite,Ferrero Niño,amada.ferrero@hotmail.com,F,0919918454,1993-04-18,29,Inactivo,Gratuidad,Casado/a,711fcb6e-74f4-11ed-8667-0242ac1c000c
557,586558925,Cipriano Matías,Roca Lobato,cipriano.roca@hotmail.com,M,0970016346,1980-09-06,42,Inactivo,Gratuidad,Soltero/a,711fcbbe-74f4-11ed-8667-0242ac1c000c
558,805804173,Dan Damián,Higueras Ugarte,dan.higueras@hotmail.com,M,0924580092,1992-10-01,30,Activo,Sin gratuidad,Viudo/a,711fcc0e-74f4-11ed-8667-0242ac1c000c
559,254184164,Haydée Brunilda,Gámez Checa,haydée.gámez@hotmail.com,F,0926205250,1986-01-17,36,Inactivo,Perdida gratuidad temporal,Union Libre,711fcc54-74f4-11ed-8667-0242ac1c000c
560,1914002679,Maximiliano Mauricio,Tenorio Arias,maximiliano.tenorio@hotmail.com,M,0918606530,1990-06-21,32,Inactivo,Sin gratuidad,Viudo/a,711fcca4-74f4-11ed-8667-0242ac1c000c
561,2279902329,Octavio Bruno,Adán Moll,octavio.adán@hotmail.com,M,0915172575,1989-07-01,33,Activo,Sin gratuidad,Soltero/a,711fccea-74f4-11ed-8667-0242ac1c000c
562,454551518,Renata Maristela,Tudela Ponce,renata.tudela@hotmail.com,F,0949081474,1999-06-02,23,Activo,Gratuidad,Viudo/a,711fcd30-74f4-11ed-8667-0242ac1c000c
563,1907690844,Nydia Berta,Canales Vargas,nydia.canales@hotmail.com,F,0924982514,1986-02-11,36,Activo,Sin gratuidad,Union Libre,711fcd76-74f4-11ed-8667-0242ac1c000c
564,649293967,Valerio Eutimio,Bernad Quevedo,valerio.bernad@hotmail.com,M,0987569379,1982-03-27,40,Inactivo,Perdida gratuidad temporal,Casado/a,711fcdbc-74f4-11ed-8667-0242ac1c000c
565,2073508257,Cipriano Gerardo,Salvà Bermudez,cipriano.salvà@hotmail.com,M,0900992865,1987-08-30,35,Inactivo,Gratuidad,Divorciado,711fce02-74f4-11ed-8667-0242ac1c000c
566,2308201333,Plácido Luis,Iglesias Piña,plácido.iglesias@hotmail.com,M,0918914682,1981-09-19,41,Activo,Gratuidad,Viudo/a,711fce48-74f4-11ed-8667-0242ac1c000c
567,266896448,Cintia Cecilia,Cerdán Vizcaíno,cintia.cerdán@hotmail.com,F,0912792279,1984-04-22,38,Inactivo,Gratuidad,Soltero/a,711fce98-74f4-11ed-8667-0242ac1c000c
568,1766325284,Estela Renata,Bou Acosta,estela.bou@hotmail.com,F,0981945680,2002-11-16,20,Activo,Gratuidad,Soltero/a,711fcede-74f4-11ed-8667-0242ac1c000c
569,1842179673,Simón Reyes,Prats Alonso,simón.prats@hotmail.com,M,0925819405,2000-10-05,22,Inactivo,Gratuidad,Viudo/a,711fcf2e-74f4-11ed-8667-0242ac1c000c
570,519471085,Mónica María Carmen,Revilla Ribera,mónica.revilla@hotmail.com,F,0973390643,1995-10-11,27,Inactivo,Gratuidad,Divorciado,711fcf74-74f4-11ed-8667-0242ac1c000c
571,607995711,Vasco Candelario,Pi Garriga,vasco.pi@hotmail.com,M,0952264069,1981-09-05,41,Inactivo,Sin gratuidad,Soltero/a,711fcfba-74f4-11ed-8667-0242ac1c000c
572,2104408576,Sosimo Felipe,Lumbreras Carlos,sosimo.lumbreras@hotmail.com,M,0925996770,1999-05-31,23,Inactivo,Gratuidad,Soltero/a,711fd00a-74f4-11ed-8667-0242ac1c000c
573,1228373246,Belén Melania,Domínguez Moll,belén.domínguez@hotmail.com,F,0912449729,1997-03-03,25,Inactivo,Perdida gratuidad temporal,Viudo/a,711fd046-74f4-11ed-8667-0242ac1c000c
574,503575849,Lidia Calixta,Estevez Amat,lidia.estevez@hotmail.com,F,0934312330,1988-12-03,34,Activo,Perdida gratuidad temporal,Union Libre,711fd08c-74f4-11ed-8667-0242ac1c000c
575,1793418487,Iris Reyna,Pereira Llabrés,iris.pereira@hotmail.com,F,0960487329,1983-10-11,39,Inactivo,Gratuidad,Casado/a,711fd0dc-74f4-11ed-8667-0242ac1c000c
576,1483520113,Rolando Galo,Quirós Viñas,rolando.quirós@hotmail.com,M,0957163857,1994-10-06,28,Inactivo,Sin gratuidad,Soltero/a,711fd12c-74f4-11ed-8667-0242ac1c000c
577,383809440,Heliodoro Jenaro,Menendez Cuadrado,heliodoro.menendez@hotmail.com,M,0906868556,1992-11-05,30,Inactivo,Gratuidad,Union Libre,711fd172-74f4-11ed-8667-0242ac1c000c
578,1840281936,Pía Adora,Prats Riba,pía.prats@hotmail.com,F,0927219466,2004-05-31,18,Inactivo,Gratuidad,Soltero/a,711fd1d6-74f4-11ed-8667-0242ac1c000c
579,1773359765,Amor Elpidio,Amorós Posada,amor.amorós@hotmail.com,M,0916093010,1991-05-17,31,Activo,Perdida gratuidad temporal,Viudo/a,711fd226-74f4-11ed-8667-0242ac1c000c
580,734265389,Josué Nico,Dávila Barral,josué.dávila@hotmail.com,M,0918802474,1991-07-20,31,Inactivo,Gratuidad,Casado/a,711fd26c-74f4-11ed-8667-0242ac1c000c
581,2011046755,Dionisio Cristian,Batlle Casals,dionisio.batlle@hotmail.com,M,0941586699,1997-12-22,24,Activo,Sin gratuidad,Soltero/a,711fd2bc-74f4-11ed-8667-0242ac1c000c
582,689654484,Nico Evaristo,Molins Campos,nico.molins@hotmail.com,M,0993697503,2003-07-21,19,Activo,Sin gratuidad,Casado/a,711fd302-74f4-11ed-8667-0242ac1c000c
583,1132561930,Natalia Violeta,Prats Corominas,natalia.prats@hotmail.com,F,0951426648,2006-05-17,16,Activo,Sin gratuidad,Union Libre,711fd352-74f4-11ed-8667-0242ac1c000c
584,804285561,Ruy Reinaldo,Camps Jordán,ruy.camps@hotmail.com,M,0982692962,1993-08-23,29,Activo,Gratuidad,Viudo/a,711fd3a2-74f4-11ed-8667-0242ac1c000c
585,1208139007,Jenny José,Solana Galán,jenny.solana@hotmail.com,F,0991085851,2006-04-08,16,Inactivo,Sin gratuidad,Union Libre,711fd3f2-74f4-11ed-8667-0242ac1c000c
586,590885866,Roberta Paulina,Mosquera Carballo,roberta.mosquera@hotmail.com,F,0940241162,1982-05-19,40,Inactivo,Perdida gratuidad temporal,Viudo/a,711fd438-74f4-11ed-8667-0242ac1c000c
587,916563583,Mariana Elba,Rodríguez Rebollo,mariana.rodríguez@hotmail.com,F,0960432014,1989-12-17,32,Activo,Perdida gratuidad temporal,Divorciado,711fd492-74f4-11ed-8667-0242ac1c000c
588,190681651,Eufemia Maite,Carnero Salmerón,eufemia.carnero@hotmail.com,F,0966342811,1990-06-25,32,Activo,Gratuidad,Union Libre,711fd4d8-74f4-11ed-8667-0242ac1c000c
589,2222099862,Reyes Daniela,Céspedes Garcia,reyes.céspedes@hotmail.com,F,0926534097,2001-07-21,21,Activo,Gratuidad,Divorciado,711fd528-74f4-11ed-8667-0242ac1c000c
590,2372837940,Pepe José,Guzmán Maldonado,pepe.guzmán@hotmail.com,M,0953200642,1991-01-20,31,Activo,Sin gratuidad,Divorciado,711fd56e-74f4-11ed-8667-0242ac1c000c
591,157171351,Lino Albano,Viña Simó,lino.viña@hotmail.com,M,0984589757,1980-11-13,42,Activo,Sin gratuidad,Casado/a,711fd5b4-74f4-11ed-8667-0242ac1c000c
592,2488052043,Amílcar Sigfrido,Uría Barberá,amílcar.uría@hotmail.com,M,0939791437,1982-07-11,40,Activo,Gratuidad,Soltero/a,711fd604-74f4-11ed-8667-0242ac1c000c
593,380086661,Dan Arturo,Matas Espejo,dan.matas@hotmail.com,M,0950349702,2004-05-22,18,Inactivo,Gratuidad,Soltero/a,711fd654-74f4-11ed-8667-0242ac1c000c
594,2236651079,Salomé Eloísa,Zapata Iñiguez,salomé.zapata@hotmail.com,F,0997212812,2004-11-18,18,Inactivo,Perdida gratuidad temporal,Union Libre,711fd69a-74f4-11ed-8667-0242ac1c000c
595,307296273,Leoncio Rodrigo,Arcos Collado,leoncio.arcos@hotmail.com,M,0969109183,2000-12-13,21,Activo,Gratuidad,Union Libre,711fd6ea-74f4-11ed-8667-0242ac1c000c
596,554824308,Severiano Eligio,Barberá Redondo,severiano.barberá@hotmail.com,M,0971678254,1982-02-25,40,Inactivo,Perdida gratuidad temporal,Casado/a,711fd730-74f4-11ed-8667-0242ac1c000c
597,306323377,Serafina Sofía,Galan Barroso,serafina.galan@hotmail.com,F,0997713458,1987-01-11,35,Inactivo,Perdida gratuidad temporal,Viudo/a,711fd776-74f4-11ed-8667-0242ac1c000c
598,2065714898,Conrado José,Jove Cases,conrado.jove@hotmail.com,M,0964333903,1982-04-01,40,Inactivo,Sin gratuidad,Viudo/a,711fd7bc-74f4-11ed-8667-0242ac1c000c
599,464461749,Wálter Fito,Francisco Giménez,wálter.francisco@hotmail.com,M,0946423994,2004-12-11,17,Inactivo,Sin gratuidad,Union Libre,711fd834-74f4-11ed-8667-0242ac1c000c
600,2438593049,Isaac Julio,Velasco Camps,isaac.velasco@hotmail.com,M,0957177224,1989-01-03,33,Activo,Gratuidad,Union Libre,711fd884-74f4-11ed-8667-0242ac1c000c
601,1338402535,Encarnita Perlita,Miranda Tapia,encarnita.miranda@hotmail.com,F,0952984715,1994-11-26,28,Activo,Sin gratuidad,Casado/a,711fd8d4-74f4-11ed-8667-0242ac1c000c
602,2274212982,Marina Pía,Hervia Sevilla,marina.hervia@hotmail.com,F,0948011744,2005-02-02,17,Inactivo,Perdida gratuidad temporal,Viudo/a,711fd924-74f4-11ed-8667-0242ac1c000c
603,745612970,Juana Marina,Cortina Velázquez,juana.cortina@hotmail.com,F,0977985754,1989-11-23,33,Activo,Perdida gratuidad temporal,Viudo/a,711fd974-74f4-11ed-8667-0242ac1c000c
604,935936672,Victoriano Miguel,Tejera Valverde,victoriano.tejera@hotmail.com,M,0989774805,2005-11-13,17,Inactivo,Perdida gratuidad temporal,Divorciado,711fd9ba-74f4-11ed-8667-0242ac1c000c
605,1163642769,Gerardo Casemiro,Lara Trujillo,gerardo.lara@hotmail.com,M,0994372206,2000-11-10,22,Activo,Sin gratuidad,Soltero/a,711fda0a-74f4-11ed-8667-0242ac1c000c
606,2112291219,Feliciana Jenny,Martin Canet,feliciana.martin@hotmail.com,F,0965448253,2005-10-27,17,Activo,Gratuidad,Union Libre,711fda50-74f4-11ed-8667-0242ac1c000c
607,1375346702,Saturnino Camilo,Llorens Vizcaíno,saturnino.llorens@hotmail.com,M,0950261660,1987-03-16,35,Inactivo,Gratuidad,Soltero/a,711fda96-74f4-11ed-8667-0242ac1c000c
608,2198609134,Emilia Pili,Páez Codina,emilia.páez@hotmail.com,F,0902718697,2000-08-24,22,Activo,Perdida gratuidad temporal,Divorciado,711fdadc-74f4-11ed-8667-0242ac1c000c
609,681737693,Nereida Priscila,Ponce Francisco,nereida.ponce@hotmail.com,F,0920142673,1991-09-23,31,Inactivo,Sin gratuidad,Divorciado,711fdb22-74f4-11ed-8667-0242ac1c000c
610,1153529168,Lope Ciríaco,Pozuelo Talavera,lope.pozuelo@hotmail.com,M,0907367853,1996-09-24,26,Activo,Sin gratuidad,Divorciado,711fdb68-74f4-11ed-8667-0242ac1c000c
611,1817498258,Rosalva Delfina,Paz Riquelme,rosalva.paz@hotmail.com,F,0981294973,1986-07-16,36,Inactivo,Sin gratuidad,Divorciado,711fdbb8-74f4-11ed-8667-0242ac1c000c
612,1115322564,Dafne Manuelita,Roma Sancho,dafne.roma@hotmail.com,F,0967154109,1986-04-06,36,Activo,Perdida gratuidad temporal,Casado/a,711fdbfe-74f4-11ed-8667-0242ac1c000c
613,1115979182,Leocadia Candelas,Abascal Gallardo,leocadia.abascal@hotmail.com,F,0935238810,2004-10-17,18,Activo,Sin gratuidad,Divorciado,711fdc44-74f4-11ed-8667-0242ac1c000c
614,1945934164,Asunción Charo,Avilés Recio,asunción.avilés@hotmail.com,F,0929544181,1991-05-22,31,Activo,Gratuidad,Union Libre,711fdc8a-74f4-11ed-8667-0242ac1c000c
615,1567382796,Maximiano Aníbal,Prado Chaves,maximiano.prado@hotmail.com,M,0968502164,1993-03-27,29,Activo,Gratuidad,Union Libre,711fdcd0-74f4-11ed-8667-0242ac1c000c
616,634074311,Íñigo Valentín,Montes Bermudez,íñigo.montes@hotmail.com,M,0921821881,2006-10-22,16,Activo,Perdida gratuidad temporal,Union Libre,711fdd20-74f4-11ed-8667-0242ac1c000c
617,442579092,José Apolonia,Vall Monreal,josé.vall@hotmail.com,F,0921139847,1997-12-06,24,Activo,Perdida gratuidad temporal,Viudo/a,711fdee2-74f4-11ed-8667-0242ac1c000c
618,1119142437,Nayara Soledad,Solsona Tena,nayara.solsona@hotmail.com,F,0912411871,1996-06-22,26,Activo,Perdida gratuidad temporal,Union Libre,711fdf78-74f4-11ed-8667-0242ac1c000c
619,1839194001,Ale Aitana,Jover Tudela,ale.jover@hotmail.com,F,0937815783,2005-07-19,17,Activo,Perdida gratuidad temporal,Viudo/a,711fdfc8-74f4-11ed-8667-0242ac1c000c
620,2158588059,Adalberto Jordán,Andres Corral,adalberto.andres@hotmail.com,M,0934392424,1988-12-15,33,Inactivo,Perdida gratuidad temporal,Viudo/a,711fe018-74f4-11ed-8667-0242ac1c000c
621,969940793,Quirino Elías,Bárcena Narváez,quirino.bárcena@hotmail.com,M,0917615373,2001-10-17,21,Inactivo,Gratuidad,Divorciado,711fe05e-74f4-11ed-8667-0242ac1c000c
622,1709139954,Jennifer Cecilia,Fonseca Haro,jennifer.fonseca@hotmail.com,F,0926105277,1986-02-17,36,Inactivo,Perdida gratuidad temporal,Soltero/a,711fe0a4-74f4-11ed-8667-0242ac1c000c
623,828413515,Alcides Pancho,Torrents Gallo,alcides.torrents@hotmail.com,M,0975061092,1981-03-05,41,Inactivo,Perdida gratuidad temporal,Union Libre,711fe0f4-74f4-11ed-8667-0242ac1c000c
624,1868346989,Angelino Asdrubal,Colomer Piña,angelino.colomer@hotmail.com,M,0906386246,2003-04-22,19,Inactivo,Gratuidad,Divorciado,711fe144-74f4-11ed-8667-0242ac1c000c
625,1789690744,Yaiza Cándida,Ferrero Cortina,yaiza.ferrero@hotmail.com,F,0907718752,1985-03-28,37,Activo,Perdida gratuidad temporal,Union Libre,711fe194-74f4-11ed-8667-0242ac1c000c
626,701550482,Paula Ana Belén,Amat Naranjo,paula.amat@hotmail.com,F,0996311349,1999-10-30,23,Inactivo,Sin gratuidad,Casado/a,711fe1da-74f4-11ed-8667-0242ac1c000c
627,780307735,Ana Francisca,Pombo Hernández,ana.pombo@hotmail.com,F,0966438417,1982-08-10,40,Inactivo,Sin gratuidad,Divorciado,711fe234-74f4-11ed-8667-0242ac1c000c
628,1898126525,Gerónimo Amor,Sanjuan Vera,gerónimo.sanjuan@hotmail.com,M,0964775008,1994-09-17,28,Activo,Perdida gratuidad temporal,Union Libre,711fe27a-74f4-11ed-8667-0242ac1c000c
629,1444340836,Azahar Socorro,Arnau Nebot,azahar.arnau@hotmail.com,F,0965993324,2004-04-25,18,Activo,Sin gratuidad,Union Libre,711fe2ca-74f4-11ed-8667-0242ac1c000c
630,615121642,Guadalupe Susanita,Pintor Villar,guadalupe.pintor@hotmail.com,F,0963686292,1994-03-31,28,Inactivo,Gratuidad,Viudo/a,711fe310-74f4-11ed-8667-0242ac1c000c
631,1640747599,Bárbara Emperatriz,Saez Rey,bárbara.saez@hotmail.com,F,0926982842,2004-04-04,18,Activo,Gratuidad,Soltero/a,711fe356-74f4-11ed-8667-0242ac1c000c
632,734770138,Elodia Zaida,Pinedo Leal,elodia.pinedo@hotmail.com,F,0958506984,1989-04-19,33,Inactivo,Gratuidad,Soltero/a,711fe39c-74f4-11ed-8667-0242ac1c000c
633,147286741,Quique Cecilio,Murillo Rosell,quique.murillo@hotmail.com,M,0929525809,2003-11-28,19,Inactivo,Sin gratuidad,Viudo/a,711fe3e2-74f4-11ed-8667-0242ac1c000c
634,1281818147,Javier Marcio,Ledesma Nebot,javier.ledesma@hotmail.com,M,0918722238,1993-08-29,29,Inactivo,Sin gratuidad,Union Libre,711fe432-74f4-11ed-8667-0242ac1c000c
635,940677635,Bonifacio Juan Luis,Salas Garzón,bonifacio.salas@hotmail.com,M,0969546023,2004-10-04,18,Inactivo,Perdida gratuidad temporal,Casado/a,711fe478-74f4-11ed-8667-0242ac1c000c
